customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15585255,577,France,Male,42,9,0,1,1,0,7407791,0
15772781,703,France,Female,51,3,0,3,1,1,7729456,1
15669987,728,Germany,Female,35,8,12588495,2,1,0,5435902,1
15697000,728,Germany,Male,32,5,618255,1,1,1,15612493,0
15733119,718,France,Male,35,8,0,2,1,0,9482085,0
15782390,621,France,Female,40,6,0,1,1,0,15515525,0
15654700,523,France,Female,40,2,10296741,1,1,0,1287021,1
15632210,657,Germany,Male,25,2,17177055,1,1,0,227455,0
15642041,727,Germany,Male,40,1,9305164,2,1,0,7186531,1
15709737,643,France,Male,36,7,16106464,2,0,1,8429482,0
15792388,645,France,Female,48,7,9061234,1,1,1,14913913,0
15786014,568,France,Male,28,5,14510564,2,1,0,18548911,0
15794580,599,France,Male,58,4,0,1,0,0,17640715,1
15675964,672,France,Female,45,9,0,1,1,1,9202769,1
15814275,685,France,Male,33,6,17491272,1,1,1,4393254,0
15724848,516,France,Female,46,1,10494772,1,1,0,11578925,1
15754713,685,Spain,Male,31,10,13521371,1,1,1,12577728,0
15693814,806,Spain,Male,25,7,0,2,1,0,184619,0
15599660,604,France,Male,36,6,11622985,2,1,1,7963338,0
15746490,648,Spain,Female,53,6,11120141,1,1,1,12154229,0
15566091,545,Spain,Female,32,4,0,1,1,0,947392,0
15655961,756,Germany,Male,27,1,131899,1,1,0,9330229,0
15710404,569,France,Male,35,10,12452552,1,1,1,19379378,0
15775625,596,France,Male,47,6,0,1,1,0,7483565,0
15792328,475,France,Male,39,6,0,1,1,1,569999,1
15719856,646,France,Female,45,3,4713475,1,1,1,5723644,0
15593773,784,Spain,Male,35,3,0,2,0,0,8148364,0
15733114,552,Spain,Male,45,9,0,2,1,0,2675256,0
15797748,729,France,Male,44,5,0,2,0,1,920054,0
15743411,609,Spain,Male,61,1,0,1,1,0,2244785,1
15753337,555,France,Male,51,5,0,3,1,0,18912289,1
15601026,572,Germany,Female,19,1,13865708,1,1,1,1616182,0
15658485,785,France,Female,34,9,7030248,1,1,1,6860036,0
15636731,714,Germany,Female,36,1,10160901,2,1,1,44773,0
15628303,738,Spain,Male,35,3,0,1,1,1,1565073,0
15633461,639,Germany,Male,38,5,13017082,1,1,1,14959962,0
15677135,520,Germany,Male,61,8,13380229,2,1,1,9030401,0
15590876,764,France,Female,24,7,10623402,1,0,0,11567638,0
15790782,661,Spain,Male,39,6,13262898,1,0,0,3881267,0
15700476,564,Germany,Male,41,9,10352275,2,1,1,3433821,0
15634141,708,Germany,Female,42,8,19239052,2,1,0,82336,0
15737795,512,Spain,Male,36,1,0,1,0,1,13548226,1
15790299,592,Spain,Male,37,9,0,3,1,1,1065689,0
15675316,619,France,Female,38,3,0,2,0,1,11646735,0
15613630,775,France,Male,52,8,10992261,1,1,1,9682332,1
15662100,850,Germany,Female,44,5,12860532,1,0,1,1710962,0
15668032,577,France,Female,37,4,0,1,1,1,7988139,0
15599289,724,France,Female,37,10,6859856,1,1,0,15786282,0
15754084,710,Spain,Male,35,1,10651852,1,1,1,12795181,0
15676521,696,France,Female,31,8,0,2,0,0,19107411,0
15804586,376,France,Female,46,6,0,1,1,0,15733369,1
15781465,675,Germany,Female,29,8,12132642,1,1,0,13345752,0
15729362,745,France,Male,36,8,6722637,1,1,0,1307896,0
15709295,697,Spain,Female,25,5,8293185,2,1,1,12837388,0
15745324,599,Spain,Female,39,4,0,1,1,0,1942732,1
15741336,715,France,Female,38,5,11859041,1,1,1,568417,1
15783659,659,France,Male,67,4,14598187,1,1,1,1310432,0
15620981,684,France,Female,48,3,7330938,1,0,0,2122834,1
15630328,635,France,Female,48,8,13079633,2,1,1,432503,0
15785899,789,Germany,Male,33,8,15160756,1,1,0,43894,0
15606149,571,Germany,Female,66,9,11157701,1,0,1,1892719,0
15671139,694,Spain,Male,39,0,10704274,1,1,1,1022842,0
15660429,665,Spain,Female,42,2,15637161,2,0,1,15677494,1
15571002,706,France,Female,44,4,12960599,1,0,0,6986549,0
15631681,807,Spain,Female,43,0,0,2,0,1,8552324,0
15731522,771,Spain,Female,67,8,0,2,1,1,512198,0
15619529,531,Spain,Male,27,8,13257625,1,0,0,722292,0
15628034,629,France,Female,37,6,1291013,1,1,1,2397133,0
15686164,850,Germany,Female,31,1,1088224,1,1,1,13217331,0
15582797,685,Spain,Male,35,4,13794851,1,1,0,11363964,0
15753831,642,Spain,Male,32,7,1004338,1,1,1,3976859,0
15731815,529,Spain,Male,63,4,9613411,3,1,0,10873296,1
15580956,683,Germany,Female,43,4,11588804,1,1,1,11734919,1
15602084,663,France,Female,42,5,12462607,1,1,1,780045,0
15589805,563,France,Female,34,6,13981034,1,1,1,15241779,0
15720893,637,Spain,Female,34,9,0,2,0,0,2605708,0
15641009,544,France,Male,37,3,8449671,1,0,0,7997209,0
15605926,649,Germany,Male,70,9,11685471,2,0,1,10712579,0
15805955,638,France,Female,48,10,13833303,1,1,1,4767914,0
15801488,723,France,Male,25,3,0,2,1,1,13450947,0
15605918,635,Germany,Male,43,5,7899275,2,0,0,15326531,0
15779711,750,Spain,Female,38,7,9725741,2,0,1,17988304,0
15705620,730,France,Male,34,5,12245337,2,1,0,13888298,0
15685357,750,Spain,Female,36,8,11294007,1,0,1,985581,0
15570060,586,France,Female,43,8,13255826,1,1,0,6704683,1
15582616,520,France,Female,38,4,0,2,1,0,5638863,0
15799515,652,France,Female,48,8,13329724,1,1,0,7776437,0
15642937,550,France,Female,46,7,0,2,1,0,13059035,0
15624729,594,France,Male,27,0,1970418,1,0,0,15191249,0
15566156,749,Germany,Female,44,0,7149779,2,0,0,1510838,0
15792360,668,France,Male,32,7,0,2,1,1,77737,0
15807008,614,Germany,Female,35,6,12810028,1,0,0,6945424,1
15704770,773,France,Male,25,1,12453278,2,0,1,1172357,0
15756475,551,Germany,Male,31,9,8229382,2,1,1,9156525,0
15655339,566,France,Male,36,1,14212091,1,1,0,7961637,0
15613749,569,Spain,Male,34,0,15183926,1,1,0,10229981,1
15664521,659,Spain,Male,31,7,14962088,2,1,1,10453351,0
15681206,722,France,Female,49,3,16819766,1,1,0,14076557,1
15745527,655,France,Male,37,5,93147,2,1,0,6621413,0
15806926,615,France,Female,35,2,9744002,2,1,1,1398161,0
15724563,752,Germany,Female,42,3,6504608,2,0,1,14013928,0
15782899,661,Spain,Female,28,7,9535749,1,0,0,10229715,0
15623521,838,Spain,Male,43,9,12310588,2,1,0,14576583,0
15810218,610,Spain,Male,29,9,0,3,0,1,8391224,0
15645621,811,Spain,Male,44,3,0,2,0,1,7843973,0
15608114,587,Spain,Male,62,7,12128627,1,0,1,677692,0
15659557,811,Germany,Female,28,4,16773882,2,1,1,990342,0
15787772,759,France,Female,38,1,10409129,1,0,0,9156191,0
